Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Hotel Mandarin Oriental	41.391175177777775	2.1666428333333334	+34 931518781		Pg Gràcia 38*40	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.mandarinoriental.com/barcelona/dining/moments	26112009	mobcn-moments@mohg.com
Hotel Mandarin Oriental	41.391175177777775	2.1666428333333334	+34 931518888	+34 931518889	Pg Gràcia 38*40	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.mandarinoriental.com/barcelona	26112009	mobcn-info@mohg.com
Hotel Mandarin Oriental	41.391175177777775	2.1666428333333334	+34 931518888	+34 931518889	Pg Gràcia 38*40	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.mandarinoriental.com/barcelona	26112009	mobcn-info@mohg.com
Bar Restaurant Fragments Cafè	41.38661492777778	2.1324987777777777	+34 934199613		Pl Concòrdia 12	Les Corts	Les Corts	08014	BARCELONA	BARCELONA	ESPANYA	http://www.fragmentscafe.com		info@fragmentscafe.com
Restaurant Dans Le Noir?	41.38788251388889	2.1823967222222223	+34 932687017	+34 933107426	Pg Picasso 10	Parc	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.danslenoir.com		bienvenidos@danslenoir.com
Restaurant Mon	41.38613038611111	2.149874138888889	+34 934106454	+34 637533133	C Provença 93	la Nova Esquerra de l'eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Botiga *Rambla Catalunya	41.38905711388889	2.1659399166666664	+34 933069668		Rbla Catalunya 27	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.angrup.com		
Restaurant Els Barrils	41.38966318611111	2.1574616944444442	+34 934531091		C Aribau 89	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Xarcuteria Molina	41.40125289444444	2.1467158888888886	+34 932005769		Pl Molina 1	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.xarcuteriamolina.com		info@xarcuteriamolina.com
Restaurant Oven	41.392003913888885	2.1721500833333334	+34 645626425		G.V. Corts Catalanes 674	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.ovenbcn.com		
Bar Frankfurt's Diagonal	41.405294016666666	2.1939120277777775	+34 934869255		Av Diagonal 184*186	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Culleres	41.40645235277778	2.195968388888889	+34 935133984		C Bolívia 138	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.culleres.com		cullerespoblenou@gmail.com
Restaurant Don Jabugo	41.39476748888889	2.1552583055555554	+34 932184625	+34 659903181	C Balmes 165	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Restaurant Big J's Burger *Raval	41.38089747777778	2.167838833333333	+34 934438067		C Carme 74	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.bigjburger.com		contacto@bigjburger.com
Derby Hotels - Granados 83	41.391853366666666	2.1568272777777775	+34 93 492 9670		C Enric Granados 83	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.derbyhotels.es		
Restaurant Dos Torres	41.39792497777778	2.1286865555555554	+34 932066480		Via Augusta 300	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantedostorres.com		info@restaurantedestorres.com
Smudy Juice Bar *Diagonal Mar	41.41042664722222	2.216405416666667	+34 933563191		Av Diagonal 3 3r	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.smudyjuicebar.com		
Smudy Juice Bar *Rambla Catalunya	41.395195908333335	2.158064472222222	+34 934157912		Rbla Catalunya 124	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.smudyjuicebar.com		
Restaurant El Pescadito de Balmes	41.408025224999996	2.1381634722222222	+34 934171659		C Balmes 440	el Putxet i el Farró	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA			
Escola Fundació de Restauració i Hostalatge	41.404285119444445	2.2114616944444445	+34 934532904		Pg Taulat 243 bxs	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.eshob.com		
Restaurant Els Tres Porquets	41.40708683611111	2.1930907499999996	+34 933008750		Rbla Poblenou 165	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Pappa Sven	41.38156428888889	2.161773111111111	+34 932928239	+34 662018591	C Villarroel 22	Sant Antoni	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.pappasven.es		info@pappasven.es
Restaurant Los Chiles	41.40087408888889	2.1998209999999996	+34 934856800		C Pujades 172	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.loschiles.es		restauranteloschiles@yahoo.es
Restaurant la Gran Mariscada	41.40393905833333	2.190444611111111	+34 934853587		Av Diagonal 203	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant L'Antica Napoli	41.371983947222226	2.1586455555555553	+34 933293449		C Concòrdia 53	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA	http://www.lanticanapoli.com		
Restaurant El Desván Azul	41.43614253055555	2.190595111111111	+34 933120288		C Malats 8	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.eldesvanazul.com		
Hotel Novotel Barcelona City	41.40408263333333	2.1910874444444444	+34 933262496	+34 933208779	Av Diagonal 199	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.novotel.com		h5560@accor.com
Cerveceria L'Abadia de la Rambla	41.398436475	2.2049055	+34 653992058		Rbla Poblenou 16*20	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.abadiadelarambla.es		
Restaurant MariscCo	41.39434666111111	2.1566386944444442	+34 932922816		C Còrsega 272	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.mariscco.com		
Bar Restaurant Ca La Lola	41.40034930277778	2.205828777777778	+34 932217876		C Amistat 21	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
 Lounge Club Solo	41.394597641666664	2.1602344166666665	+34 932723880		Ptge Concepció 7	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.clubsolo.es		info@clubsolo.es
Restaurant Wok Chao	41.40773942222222	2.209053416666667	+34 932661714		C Pujades 350	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cerveseria Xop d'Or	41.375250352777776	2.151100722222222	+34 933253646		Av Paral.lel 204	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantxopdor.com		cerveceriaxopdor@yahoo.es
Teatre Arteria Paral·lel	41.37515500833334	2.1695826666666664			Av Paral.lel 62 2n	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.arteria.com		info@arteria.com
Teatre Arteria Paral·lel	41.37515500833334	2.1695826666666664			Av Paral.lel 62 2n	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.arteria.com		info@arteria.com
Restaurant la Huerta de Bajo Lugar	41.40219138888889	2.1341240555555556	+34 934184515		C Cerignola 11	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA			info@huertadebajolugar.com
Restaurant Wok Port Olímpic	41.387938258333335	2.201005888888889	+34 932252913		Moll Gregal 20*21	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Wok Port Olímpic	41.387938258333335	2.201005888888889	+34 932252913		Moll Gregal 20*21	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Rellirós	41.43061913611111	2.1865823055555555	+34 933144775		C Llenguadoc 63	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA			
Restaurant la Bodegueta de Provença	41.393338605555556	2.1594588333333333	+34 932151725		C Provença 233	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Restaurant Isabella's	41.395982305555556	2.1368709722222223	+34 934145769		C Ganduxer 50	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
GBB Hotel  Front Marítim	41.40407800833333	2.2140264444444444	+34 933034440	+34 933034441	Pg Garcia Fària 69	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.hotelfrontmaritim.com		frontmaritim@besthoteles.es
GBB Hotel 4 Barcelona	41.39620694722222	2.2005099722222226	+34 933290954		C Doctor Trueta 164*LX entl	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.gbbhotels.com		hotel4barcelona@besthotels.es
GBB Hotel  Aranea	41.398509069444444	2.175764611111111	+34 932477474	+34 932477470	C Consell de Cent 444	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA	http://www.hotel-aranea.com		info@hotel-aranea.com
Bar Retaurant La Dehesa de las Encinas	41.390134680555555	2.1422731666666666	+34 934101808		C Loreto 30	Les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA			
Bar Cerveseria Lalola	41.406388622222224	2.162016611111111	+34 932199325		C Escorial 15	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA			
Restaurant Topik	41.38973581388889	2.1591994166666666	+34 934510923		C València 199	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant Carmen	41.37812035277778	2.1372916388888887	+34 933303688		C Valladolid 44	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantcarmen.com		
Bar Granja Maldà *Galeries Maldà	41.383570919444445	2.1731495	+34 933023187		C Portaferrissa 22	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Bar Cañete	41.37916282222222	2.1730941388888887	+34 930029425		C Unió 17	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.antiguobarorgia.com		oidobarra@antiguobarorgia.com
Restaurant Tribeca	41.388824505555554	2.16250475	+34 934511547	+34 934515075	C Consell de Cent 303	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.tribecabcn.com		info@tribecabcn.com
Restaurant la Vietnamita	41.40076822222222	2.1590707499999997	+34 935181803		C Torrent de l'Olla 78	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant el Ramblero	41.42188271944444	2.196977472222222	+34 933138608		C Pont del Treball Digne 13	Sant Martí de Provençals	Sant Martí	08020	BARCELONA	BARCELONA	ESPANYA			
Taverna Sport Sonora	41.397855883333335	2.189964388888889	+34 933 003 369		C Pamplona 96 bxs	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.tabernasonora.com		
Restaurant al Punt	41.39360793611111	2.172542583333333	+34 934124334		C Girona 51	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantalpunt.com		reservas@restaurantalpunt.com
Restaurant Casa Paloma	41.393957175	2.14725625	+34 932008296		C Casanova 209	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
 Vita	41.39681751388889	2.1471061666666666	+34 932090057		C Marià Cubí 96	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Fahrenheit	41.39181663888889	2.1546149722222223	+34 935313435		C Aribau 131	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.131fahrenheit.com		
Tasca  Wakasa	41.40550369444444	2.1658479444444443	+34 932076395		C Nàpols 347	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA			tascawakasa@yahoo.es
Botiga-Restaurant Cornelia and Co	41.391148083333334	2.161081333333333	+34 932723956		C València 225	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.corneliaandco.com		info@corneliaandco.com
Restaurant Il Signore	41.41672421944444	2.186602388888889	+34 933492922	+34 933526055	Av Meridiana 229	Navas	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA	http://www.ilsignore.es		info@ilsignore.es
Restaurant Romero	41.397716869444444	2.169368833333333	+34 934570640		C Bailèn 115	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.romerobcn.com		info@romerobcn.com
Central Café *Tuset	41.396693516666666	2.15120325	+34 932178219		C Tuset 36	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.centralcafe.es		
Peixateria i Restaurant Fishhh *Illa Diagonal	41.389792725	2.134902277777778	+34 934441139		Av Diagonal 557	Les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA	http://www.fishhh.net		
Restaurant Nostrum *C.C. Glories	41.405318780555554	2.1921774166666665	+34 902150950		C Perú 2	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.nostrum.cat		
Restaurant Good Roll	41.407859208333335	2.204107277777778	+34 933034186		Av Diagonal 114	Provençals del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.goodroll.es		
Restaurant Braseria El Caliu de l'Eixample	41.39707439166666	2.1689406388888886	+34 934765063		C València 329	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.Caliudeleixample.com		
Restaurant Imagine	41.39440561944444	2.1370784166666668	+34 932003260		C Santa Fe de Nou Mèxic 13	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Tagliatella *Ausias March	41.39014431111111	2.1738345	+34 933028144		C Ausiàs Marc 7	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Dr Ferrán	41.38959523611111	2.124333027777778	+34 932803867		C Doctor Ferran 25*27	Pedralbes	Les Corts	08034	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Gran Via	41.36618696666667	2.136932611111111	+34 934315156		G.V. Corts Catalanes 149*151	la Bordeta	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Pau Claris	41.392256525	2.167920138888889	+34 935148943		C Pau Claris 118	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Av Diagonal	41.39449147777778	2.152437111111111	+34 934146819		Av Diagonal 431	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Rda Universitat	41.3870517	2.16723825	+34 934124655		Rda Universitat 31	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Tagliatella *Mallorca	41.39464189444445	2.1638129999999998	+34 935189493		C Mallorca 266	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Camp Municipal Futbol Narcís Sala	41.42886646944444	2.1930771111111107	+34 933112954		C Santa Coloma 39 bxs	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cafè 1907	41.411239602777776	2.132740527777778	+34 934184998		C Císter 25	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA	http://www.cafe1907.com		
Bar Tickets La Vida Tapa	41.37519031944444	2.1569352777777775			Av Paral.lel 164	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.ticketsbar.es		info@ticketsbar.es
Restaurant Mordiscos	41.394558636111114	2.1600005277777776	+34 934879656		Ptge Concepció 10	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.grupotragaluz.com/rest-mordisco.php		
Restaurant La Sangiovesa	41.39491381388889	2.1482560555555557			C Muntaner 239	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.lasangiovesa.es		info@sangiovesa.es
Pizzeria Fabián Martín	41.38826895555555	2.1728435	+34 933014748		Via Laietana 71	el Barri Gòtic	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://fabian-martin.com/fm/index.php		
Restaurant Bar del Convent	41.387388316666666	2.1817080555555552	+34 932565017		C Comerç 36	S Pere Sta Caterina	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.bardelconvent.com		
Hotel Villa Emilia	41.38025363888889	2.1540970555555554	+34 932525285	+34 932525286	C Calàbria 115*117	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.hotelvillaemilia.com		info@hotelvillaemilia.com
Xixbar - Gins Cocktails	41.37584553333333	2.1576793055555554	+34 934234314		C Rocafort 19	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.xixbar.com		
 Bar	41.399498944444446	2.1520124444444444	+34 932185001		Pl Gal.la Placídia 25	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Restaurant Udon *Glòries	41.404945033333334	2.192503722222222			Av Diagonal 208	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.udon.es		
Bar Bodega La Pubilla del Taulat	41.399869824999996	2.2054488611111114	+34 932253085		C Amistat 12	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.lapubilladeltaulat.com		
El Celler d'en Frank Petersen	41.38001698055555	2.1648221944444446	+34 934414558		C Bisbe Laguarda 5	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Hotel Bagués	41.38280805	2.171559583333333	+34 933435000		C la Rambla 105	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.derbyhotels.com		
Restaurant Aguaribay	41.39950447222222	2.2022399722222223	+34 933003790	+34 699971738	C Ramon Turró 181	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.aguaribay-bcn.com		
Botiga Harley Davidson	41.38623513333333	2.1294894444444443	+34 934912662		C Joan Güell 207	les Corts	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA	http://www.espaciohd.com		
Restaurant Bar Aska dinya	41.40385228333333	2.1569323333333332	+34 933685077		C Verdi 28	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.askadinya.es		
Hotel Barceló Raval	41.37903779166667	2.169582111111111	+34 933201490	+34 933201494	Rbla Raval 17*21	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.barcelo.com		raval@barcelo.com
Restaurant Pampa Mia	41.40863382222222	2.2036181944444446	+34 935143608		C Cristóbal de Moura 32	Provençals del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Restaurant Gong	41.405812338888886	2.133379861111111	+34 932119869		C Sant Delfí 11	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA			
Restaurant Azul	41.40358371111111	2.1430627777777778	+34 934186948		C Pàdua 108	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Botiga-Restaurant Woki Organic Market	41.386879325	2.1676333333333333	+34 933025206		Rda Universitat 20	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.wokimarket.com		
Centro  Galego de Barcelona	41.37914075	2.1747627777777776	+34 933040145		C la Rambla 35*37 1r	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Ornina	41.38876929722222	2.1308693611111114	+34 933 216 432		Av Diagonal 593*LI	Les Corts	Les Corts	08014	BARCELONA	BARCELONA	ESPANYA	http://www.ornina.es		info@ornina.es
Restaurant Bacoa	41.38553418888889	2.178913833333333	+34 932689548		C Colomines 2	S Pere Sta Caterina	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Cocteleria Cooler	41.390091874999996	2.1577772222222222			C Mallorca 196	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Restaurant Be Sushi	41.404497825	2.1956525	+34 933569740		C Tànger 148	el Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.besushi.com		22@besushi.com
Restaurant Viena *Centre Comercial La Maquinista	41.44253211666666	2.198353	+34 933609822		Pg Potosí 2	el Bon Pastor	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.viena.es		
Restaurant Viena *Centre Comercial Diagonal Mar	41.41042664722222	2.216405416666667	+34 933562359		Av Diagonal 3	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.viena.es		
 Music	41.39204038888889	2.1532057222222223	+34 934193355	+34 677887565	C Còrsega 231*233	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.3fpm.com		info@3fpm.com
Restaurant Jaipur Palace	41.396131258333334	2.147933361111111	+34 935276196	+34 935276196	Ptge Josep Llovera 11	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.jaipurpalacebarcelona.com		jaipurpalace52@yahoo.com
Ohla Hotel Barcelona	41.387058555555555	2.1743337499999997	+34 933415050		Via Laietana 49	el Barri Gòtic	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.ohlahotel.com		info@ohlahotel.com
Bar Restaurant Tapa Tapa *Arenas de Barcelona	41.37600755555555	2.1499568888888887	+34 932924644		G.V. Corts Catalanes 373*385	la Nova Esquerra de l'eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.angrup.com		reserves-tapatapa_arenas@angrup.com
